11685120,11433216,15079424,9905920,16060416,10822656,7803648,8755968
737541,12052992,11166464,16330752,6956800,9455872,1256960,12440576
4068104,15713792,8143360,6832640,2375424,8526080,11863040,5581568
4515840,14962688,12599040,2792961,11018496,16263936,6361600,5958912
5576449,12168448,4381952,4151296,6628864,11538176,15473152,1161472
7629824,14585088,14293760,4145664,4468992,13779200,7215872,6709248
3758592,15811840,4208128,11101440,11672320,11285760,11411456,11694080
13318150,5347840,5795072,9438465,2568960,1256448,11869184,579840
642563,2996480,14288384,13574144,12205312,3349504,5707776,2584064
2570497,11952896,12331776,12997120,1597184,9057536,12462592,5746176
11029504,15541504,11408128,4991232,7620864,11541248,8392960,13265152
3808000,10573056,6426368,7550720,13580544,13771776,9577216,11704064
12664576,6378496,4071424,9708288,7027200,15473152,920832,12493312
9705472,11945728,15995648,13044736,4591616,11211776,6885376,7501056
7149824,4533248,12267776,16323328,14823168,1842176,7409152,4238080
15080192,549376,546560,14101248,2111744,13899776,15208704,16294400
6529283,8641283,85504,11152128,7361280,8077824,12535040,2619648
8704271,4396033,8700672,3844096,11810304,12135168,276480,7891456
10011141,16011265,13126912,5246976,7828480,5002240,399616,12936960
8735744,11674368,8662272,16662784,9120512,2697984,6363392,286720
2756352,340480,8616448,4263936,4136704,2240256,13377280,13348352
16346112,11808000,6770432,16057856,605440,12457216,2299136,2262016
9853440,10456832,1993728,5264384,7409408,16195328,7018496,5611008
2562304,4474368,15008000,11017472,15931392,11149824,790272,959488
7750400,13992192,16468224,559872,9978112,4333056,3877632,5085952
3286528,4087552,15545856,16348416,7553792,876800,15342080,15497472
14159872,16328192,12739584,12197632,5520384,4397568,6492672,14401024
16137472,7604480,11339264,13848320,16522752,13640192,3086336,3657216
10749952,2957312,15508480,16614400,4596992,4204288,10032128,7039744
16719360,9060864,11933952,11158784,16209408,5773056,11347968,10479616
5445632,14055168,4331776,2240512,8264704,9513984,2759168,4498688
14428160,1316864,2110720,14551808,13502720,5772544,16060672,13224192
5775616,5391872,15044864,3501056,8068352,4140288,12914944,11828224
465152,1461248,14099968,2989824,729856,10364160,5053696,3955456
476928,13123072,13850880,13331200,199424,7293440,133888,15298304
